,SYMPTOM INPUTS,QUESTIONS ASKED,OPTIONS GIVEN
33,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, chest pain
34,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?,  none of these 
35,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, abdominal swelling
36,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, dizziness
37,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, fatigue
38,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?,  none of these 
39,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, abdominal pain
40,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, cough
41,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, headache
42,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, none of these 
43,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, confusion
44,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, pale skin
45,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, dry mucous membrane
46,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, weight gain
47,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, loss of consciousness
48,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, decreased appetite 
49,Decreased urination,Decreased urination:,
0,Decreased vision ,Decreased vision : when did it start?,Decreased vision 
1,Decreased vision ,Decreased vision : do either of these describe it?, in last month
2,Decreased vision ,Decreased vision : do either of these describe it?, 1- 3 months ago
3,Decreased vision ,Decreased vision : do either of these describe it?, over 3 months
4,Decreased vision ,Decreased vision : do either of these describe it?, years ago
5,Decreased vision ,Decreased vision : how severe would you say it is?, loss of near vision
6,Decreased vision ,Decreased vision : how severe would you say it is?, loss of distance vision
7,Decreased vision ,Decreased vision : how severe would you say it is?, none of these 
8,Decreased vision ,Decreased vision : is your vision worse in one eye or both eyes?, mild
9,Decreased vision ,Decreased vision : is your vision worse in one eye or both eyes?, severe 
10,Decreased vision ,Decreased vision : is your vision worse in one eye or both eyes?, i am not sure
11,Decreased vision ,Decreased vision : does it usually happen at a particular time?, affects one eye
12,Decreased vision ,Decreased vision : does it usually happen at a particular time?, affects both eyes
13,Decreased vision ,Decreased vision : does it usually happen at a particular time?, i am not sure 
14,Decreased vision ,Decreased vision : do your eyes feel particularly dry?, in morning
15,Decreased vision ,Decreased vision : do your eyes feel particularly dry?, midday
16,Decreased vision ,Decreased vision : do your eyes feel particularly dry?, in evening
17,Decreased vision ,Decreased vision : do your eyes feel particularly dry?, at night time
18,Decreased vision ,Decreased vision : do your eyes feel particularly dry?, none of these 
19,Decreased vision ,Decreased vision : is one eye or both eyes bothering you?, yes
20,Decreased vision ,Decreased vision : is one eye or both eyes bothering you?, no
21,Decreased vision ,Decreased vision : how dry do your eyes feel?, one eye
22,Decreased vision ,Decreased vision : how dry do your eyes feel?, both eyes
23,Decreased vision ,Decreased vision : how dry do your eyes feel?, i am not sure 
24,Decreased vision ,"Decreased vision : is it getting better, worse or staying the same?", somewhat dry
25,Decreased vision ,"Decreased vision : is it getting better, worse or staying the same?", very dry
26,Decreased vision ,"Decreased vision : is it getting better, worse or staying the same?", i am not sure 
27,Decreased vision ,Decreased vision : do you have any eye pain?, improving
28,Decreased vision ,Decreased vision : do you have any eye pain?, worsening
29,Decreased vision ,Decreased vision : do you have any eye pain?, the same
30,Decreased vision ,Decreased vision : do you have any eye pain?, i am not sure 
31,Decreased vision ,Decreased vision : do you think any of these triggered your eye pain?, yes
32,Decreased vision ,Decreased vision : do you think any of these triggered your eye pain?, no
33,Decreased vision ,Decreased vision : do any of these describe your pain?, contact with allergen
34,Decreased vision ,Decreased vision : do any of these describe your pain?, got something in eye
35,Decreased vision ,Decreased vision : do any of these describe your pain?, possible food allergy
36,Decreased vision ,Decreased vision : do any of these describe your pain?, recent surgery
37,Decreased vision ,Decreased vision : do any of these describe your pain?, recent injury
38,Decreased vision ,Decreased vision : do any of these describe your pain?, scratch
39,Decreased vision ,Decreased vision : do any of these describe your pain?, none of these 
40,Decreased vision ,Decreased vision : are either of your eyes red?, burning
41,Decreased vision ,Decreased vision : are either of your eyes red?, pressuring
42,Decreased vision ,Decreased vision : are either of your eyes red?, sharp
43,Decreased vision ,Decreased vision : are either of your eyes red?, stabbing
44,Decreased vision ,Decreased vision : are either of your eyes red?, none of these 
45,Decreased vision ,Decreased vision : are you currently experiencing any of the symptoms?, yes
46,Decreased vision ,Decreased vision : are you currently experiencing any of the symptoms?, no 
47,Decreased vision ,Decreased vision : are you currently experiencing any of the symptoms? , teary or watery eyes
48,Decreased vision ,Decreased vision : are you currently experiencing any of the symptoms? , itchy eyes
49,Decreased vision ,Decreased vision : are you currently experiencing any of the symptoms? , eyelid swelling
50,Decreased vision ,Decreased vision : are you currently experiencing any of the symptoms? , none of these 
51,Decreased vision ,Decreased vision : are you currently experiencing any of the symptoms? , eye discharge
52,Decreased vision ,Decreased vision : are you currently experiencing any of the symptoms? , headache
53,Decreased vision ,Decreased vision : are you currently experiencing any of the symptoms? , none of these 
54,Decreased vision ,Decreased vision :,
0,Dental pain,Dental pain: when did it start? ,Dental pain
1,Dental pain,Dental pain: is your pain on one side of your mouth?, today
2,Dental pain,Dental pain: is your pain on one side of your mouth?, in last week
3,Dental pain,Dental pain: is your pain on one side of your mouth?, in last month
4,Dental pain,Dental pain: is your pain on one side of your mouth?, 1-3 months
5,Dental pain,Dental pain: is your pain on one side of your mouth?, over 3 months
6,Dental pain,Dental pain: is your pain on one side of your mouth?, years ago 
7,Dental pain,Dental pain: does your dental pain radiate to your ear? , one side
8,Dental pain,Dental pain: does your dental pain radiate to your ear? , both sides
9,Dental pain,Dental pain: does your dental pain radiate to your ear? , i am not sure 
10,Dental pain,Dental pain: how severe would you say it is?, yes
11,Dental pain,Dental pain: how severe would you say it is?, no
12,Dental pain,Dental pain: did it start after any of these?, mild
13,Dental pain,Dental pain: did it start after any of these?, severe
14,Dental pain,Dental pain: did it start after any of these?, it wakes me at night
15,Dental pain,Dental pain: did it start after any of these?, i am not sure 
16,Dental pain,Dental pain: do either of these make your dental pain worse?, dental procedure
17,Dental pain,Dental pain: do either of these make your dental pain worse?, recent surgery
18,Dental pain,Dental pain: do either of these make your dental pain worse?, none of these 
19,Dental pain,"Dental pain: is it getting better, worse, or staying the same?", eating
20,Dental pain,"Dental pain: is it getting better, worse, or staying the same?", pressing on area
21,Dental pain,"Dental pain: is it getting better, worse, or staying the same?", none of these 
22,Dental pain,Dental pain: is your face or any part of it swollen or puffy?, improving
23,Dental pain,Dental pain: is your face or any part of it swollen or puffy?, worsening
24,Dental pain,Dental pain: is your face or any part of it swollen or puffy?, the same
25,Dental pain,Dental pain: is your face or any part of it swollen or puffy?, none of these 
26,Dental pain,Dental pain: where do you notice the swelling?, yes
27,Dental pain,Dental pain: where do you notice the swelling?, no
28,Dental pain,Dental pain: is one side of your face is swollen or both?, eyelid
29,Dental pain,Dental pain: is one side of your face is swollen or both?, eye
30,Dental pain,Dental pain: is one side of your face is swollen or both?, cheeks
31,Dental pain,Dental pain: is one side of your face is swollen or both?, mouth
32,Dental pain,Dental pain: is one side of your face is swollen or both?, jaw
33,Dental pain,Dental pain: is one side of your face is swollen or both?, lips
34,Dental pain,Dental pain: is one side of your face is swollen or both?, none of these
35,Dental pain,Dental pain: how severe is your facial swelling?, one side
36,Dental pain,Dental pain: how severe is your facial swelling?, both sides
37,Dental pain,Dental pain: how severe is your facial swelling?, i am not sure 
38,Dental pain,Dental pain: did any of these trigger your swelling?, fairly mild
39,Dental pain,Dental pain: did any of these trigger your swelling?, severe
40,Dental pain,Dental pain: did any of these trigger your swelling?, i am not sure 
41,Dental pain,Dental pain: does it usually happen at a particular time?, contact with allergen
42,Dental pain,Dental pain: does it usually happen at a particular time?, dental procedure
43,Dental pain,Dental pain: does it usually happen at a particular time?, possible food allergy
44,Dental pain,Dental pain: does it usually happen at a particular time?, recent surgery
45,Dental pain,Dental pain: does it usually happen at a particular time?, recent injury
46,Dental pain,Dental pain: does it usually happen at a particular time?, scratch
47,Dental pain,Dental pain: does it usually happen at a particular time?, none of these 
